assembly_accession	organism_name	assembly_level	seq_rel_date	ftp_path
GCA_048452965.1	Mycobacterium tuberculosis variant caprae	Contig	2025-03-05	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/452/965/GCA_048452965.1_ASM4845296v1/
GCA_048537825.1	Mycobacterium tuberculosis	Contig	2025-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/537/825/GCA_048537825.1_ASM4853782v1/
GCA_048537865.1	Mycobacterium tuberculosis	Contig	2025-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/537/865/GCA_048537865.1_ASM4853786v1/
GCA_049959555.1	Mycobacterium tuberculosis str. Erdman = ATCC 35801	Complete Genome	2025-04-28	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/959/555/GCA_049959555.1_Valafar_Erdman_1.0/
GCA_050259585.1	Mycobacterium tuberculosis variant caprae	Complete Genome	2025-05-07	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/259/585/GCA_050259585.1_ASM5025958v1/
GCA_050310085.1	Mycobacterium tuberculosis	Complete Genome	2025-05-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/310/085/GCA_050310085.1_ASM5031008v1/
GCA_050310095.1	Mycobacterium tuberculosis	Complete Genome	2025-05-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/310/095/GCA_050310095.1_ASM5031009v1/
GCA_050310105.1	Mycobacterium tuberculosis	Complete Genome	2025-05-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/310/105/GCA_050310105.1_ASM5031010v1/
GCA_050310115.1	Mycobacterium tuberculosis	Complete Genome	2025-05-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/310/115/GCA_050310115.1_ASM5031011v1/
GCA_050310125.1	Mycobacterium tuberculosis	Complete Genome	2025-05-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/310/125/GCA_050310125.1_ASM5031012v1/
GCA_050312175.1	Mycobacterium tuberculosis	Contig	2025-05-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/312/175/GCA_050312175.1_ASM5031217v1/
GCA_051128945.1	Mycobacterium tuberculosis	Scaffold	2025-06-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/128/945/GCA_051128945.1_ASM5112894v1/
GCA_051132375.1	Mycobacterium tuberculosis	Complete Genome	2025-06-28	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/132/375/GCA_051132375.1_CDC1551.1/
GCA_051294205.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/205/GCA_051294205.1_ASM5129420v1/
GCA_051294255.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/255/GCA_051294255.1_ASM5129425v1/
GCA_051294265.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/265/GCA_051294265.1_ASM5129426v1/
GCA_051294275.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/275/GCA_051294275.1_ASM5129427v1/
GCA_051294285.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/285/GCA_051294285.1_ASM5129428v1/
GCA_051294295.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/295/GCA_051294295.1_ASM5129429v1/
GCA_051294305.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/305/GCA_051294305.1_ASM5129430v1/
GCA_051294315.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/315/GCA_051294315.1_ASM5129431v1/
GCA_051294325.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/325/GCA_051294325.1_ASM5129432v1/
GCA_051294335.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/335/GCA_051294335.1_ASM5129433v1/
GCA_051294345.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/345/GCA_051294345.1_ASM5129434v1/
GCA_051294355.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/355/GCA_051294355.1_ASM5129435v1/
GCA_051294365.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/365/GCA_051294365.1_ASM5129436v1/
GCA_051294395.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/395/GCA_051294395.1_ASM5129439v1/
GCA_051294405.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/405/GCA_051294405.1_ASM5129440v1/
GCA_051294535.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/535/GCA_051294535.1_ASM5129453v1/
GCA_051294545.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/545/GCA_051294545.1_ASM5129454v1/
GCA_051294555.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/555/GCA_051294555.1_ASM5129455v1/
GCA_051294565.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/565/GCA_051294565.1_ASM5129456v1/
GCA_051294575.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/575/GCA_051294575.1_ASM5129457v1/
GCA_051294585.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/585/GCA_051294585.1_ASM5129458v1/
GCA_051294595.1	Mycobacterium tuberculosis	Complete Genome	2025-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/294/595/GCA_051294595.1_ASM5129459v1/
GCA_051388955.1	Mycobacterium tuberculosis	Contig	2025-07-16	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/388/955/GCA_051388955.1_ASM5138895v1/
GCA_051388975.1	Mycobacterium tuberculosis	Contig	2025-07-16	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/388/975/GCA_051388975.1_ASM5138897v1/
GCA_051594805.1	Mycobacterium tuberculosis	Contig	2025-07-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/594/805/GCA_051594805.1_ASM5159480v1/
GCA_051594825.1	Mycobacterium tuberculosis	Contig	2025-07-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/594/825/GCA_051594825.1_ASM5159482v1/
GCA_051594845.1	Mycobacterium tuberculosis	Contig	2025-07-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/594/845/GCA_051594845.1_ASM5159484v1/
GCA_052049515.1	Mycobacterium tuberculosis	Contig	2025-08-14	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/049/515/GCA_052049515.1_ASM5204951v1/
GCA_052049555.1	Mycobacterium tuberculosis	Contig	2025-08-14	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/049/555/GCA_052049555.1_ASM5204955v1/
GCA_052049615.1	Mycobacterium tuberculosis	Contig	2025-08-14	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/049/615/GCA_052049615.1_ASM5204961v1/
GCA_053092605.1	Mycobacterium tuberculosis	Contig	2025-10-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/053/092/605/GCA_053092605.1_ASM5309260v1/
GCA_053148335.1	Mycobacterium tuberculosis	Contig	2025-10-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/053/148/335/GCA_053148335.1_ASM5314833v1/
GCA_053148355.1	Mycobacterium tuberculosis	Contig	2025-10-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/053/148/355/GCA_053148355.1_ASM5314835v1/
GCA_053148375.1	Mycobacterium tuberculosis	Contig	2025-10-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/053/148/375/GCA_053148375.1_ASM5314837v1/
GCA_054790985.1	Mycobacterium tuberculosis	Complete Genome	2026-01-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/790/985/GCA_054790985.1_ASM5479098v1/
GCA_054791015.1	Mycobacterium tuberculosis	Complete Genome	2026-01-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/791/015/GCA_054791015.1_ASM5479101v1/
GCA_054791025.1	Mycobacterium tuberculosis	Complete Genome	2026-01-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/791/025/GCA_054791025.1_ASM5479102v1/
GCA_054791035.1	Mycobacterium tuberculosis	Complete Genome	2026-01-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/791/035/GCA_054791035.1_ASM5479103v1/
GCA_054863085.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/085/GCA_054863085.1_ASM5486308v1/
GCA_054863105.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/105/GCA_054863105.1_ASM5486310v1/
GCA_054863125.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/125/GCA_054863125.1_ASM5486312v1/
GCA_054863145.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/145/GCA_054863145.1_ASM5486314v1/
GCA_054863155.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/155/GCA_054863155.1_ASM5486315v1/
GCA_054863175.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/175/GCA_054863175.1_ASM5486317v1/
GCA_054863205.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/205/GCA_054863205.1_ASM5486320v1/
GCA_054863215.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/215/GCA_054863215.1_ASM5486321v1/
GCA_054863255.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/255/GCA_054863255.1_ASM5486325v1/
GCA_054863275.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/275/GCA_054863275.1_ASM5486327v1/
GCA_054863285.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/285/GCA_054863285.1_ASM5486328v1/
GCA_054863315.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/315/GCA_054863315.1_ASM5486331v1/
GCA_054863335.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/335/GCA_054863335.1_ASM5486333v1/
GCA_054863355.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/355/GCA_054863355.1_ASM5486335v1/
GCA_054863375.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/375/GCA_054863375.1_ASM5486337v1/
GCA_054863385.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/385/GCA_054863385.1_ASM5486338v1/
GCA_054863415.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/415/GCA_054863415.1_ASM5486341v1/
GCA_054863435.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/435/GCA_054863435.1_ASM5486343v1/
GCA_054863455.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/455/GCA_054863455.1_ASM5486345v1/
GCA_054863475.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/475/GCA_054863475.1_ASM5486347v1/
GCA_054863495.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/495/GCA_054863495.1_ASM5486349v1/
GCA_054863515.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/515/GCA_054863515.1_ASM5486351v1/
GCA_054863535.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/535/GCA_054863535.1_ASM5486353v1/
GCA_054863555.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/555/GCA_054863555.1_ASM5486355v1/
GCA_054863575.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/575/GCA_054863575.1_ASM5486357v1/
GCA_054863595.1	Mycobacterium tuberculosis	Contig	2026-01-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/863/595/GCA_054863595.1_ASM5486359v1/
GCA_055792925.1	Mycobacterium tuberculosis	Contig	2026-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/792/925/GCA_055792925.1_ASM5579292v1/
GCA_055792945.1	Mycobacterium tuberculosis	Contig	2026-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/792/945/GCA_055792945.1_ASM5579294v1/
GCA_055792965.1	Mycobacterium tuberculosis	Contig	2026-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/792/965/GCA_055792965.1_ASM5579296v1/
GCA_055792985.1	Mycobacterium tuberculosis	Contig	2026-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/792/985/GCA_055792985.1_ASM5579298v1/
GCA_055793005.1	Mycobacterium tuberculosis	Contig	2026-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/793/005/GCA_055793005.1_ASM5579300v1/
GCA_055793025.1	Mycobacterium tuberculosis	Contig	2026-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/793/025/GCA_055793025.1_ASM5579302v1/
GCA_055793045.1	Mycobacterium tuberculosis	Contig	2026-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/793/045/GCA_055793045.1_ASM5579304v1/
GCA_055793065.1	Mycobacterium tuberculosis	Contig	2026-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/793/065/GCA_055793065.1_ASM5579306v1/
GCA_055793085.1	Mycobacterium tuberculosis	Contig	2026-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/793/085/GCA_055793085.1_ASM5579308v1/
GCA_055793105.1	Mycobacterium tuberculosis	Contig	2026-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/793/105/GCA_055793105.1_ASM5579310v1/
GCA_055794045.1	Mycobacterium tuberculosis	Contig	2026-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/794/045/GCA_055794045.1_ASM5579404v1/
GCA_055794085.1	Mycobacterium tuberculosis	Contig	2026-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/794/085/GCA_055794085.1_ASM5579408v1/
GCA_055794105.1	Mycobacterium tuberculosis	Contig	2026-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/794/105/GCA_055794105.1_ASM5579410v1/
GCA_055794125.1	Mycobacterium tuberculosis	Contig	2026-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/794/125/GCA_055794125.1_ASM5579412v1/
GCA_055794145.1	Mycobacterium tuberculosis	Contig	2026-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/794/145/GCA_055794145.1_ASM5579414v1/
GCA_055794165.1	Mycobacterium tuberculosis	Contig	2026-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/794/165/GCA_055794165.1_ASM5579416v1/
GCA_055794185.1	Mycobacterium tuberculosis	Contig	2026-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/794/185/GCA_055794185.1_ASM5579418v1/
GCA_055794205.1	Mycobacterium tuberculosis	Contig	2026-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/794/205/GCA_055794205.1_ASM5579420v1/
GCA_055794225.1	Mycobacterium tuberculosis	Contig	2026-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/794/225/GCA_055794225.1_ASM5579422v1/
GCA_055794265.1	Mycobacterium tuberculosis	Contig	2026-03-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/794/265/GCA_055794265.1_ASM5579426v1/
GCA_056323645.1	Mycobacterium tuberculosis	Contig	2026-03-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/056/323/645/GCA_056323645.1_ASM5632364v1/
GCA_900095255.3	Mycobacterium tuberculosis	Contig	2017-02-07	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/255/GCA_900095255.3_ASM90009525v3/
GCA_900120425.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/425/GCA_900120425.1_14722_6_24/
GCA_900120435.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/435/GCA_900120435.1_14722_6_23/
GCA_900120445.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/445/GCA_900120445.1_14722_6_40/
GCA_900120455.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/455/GCA_900120455.1_14722_6_25/
GCA_900120465.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/465/GCA_900120465.1_14722_6_12/
GCA_900120475.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/475/GCA_900120475.1_14722_6_14/
GCA_900120485.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/485/GCA_900120485.1_14722_6_19/
GCA_900120495.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/495/GCA_900120495.1_14722_6_42/
GCA_900120505.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/505/GCA_900120505.1_14722_6_34/
GCA_900120515.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/515/GCA_900120515.1_14722_6_18/
GCA_900120525.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/525/GCA_900120525.1_14722_6_37/
GCA_900120535.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/535/GCA_900120535.1_14722_6_38/
GCA_900120545.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/545/GCA_900120545.1_14722_6_1/
GCA_900120555.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/555/GCA_900120555.1_14722_6_16/
GCA_900120565.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/565/GCA_900120565.1_14722_6_28/
GCA_900120575.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/575/GCA_900120575.1_14722_6_44/
GCA_900120585.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/585/GCA_900120585.1_14722_6_5/
GCA_900120595.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/595/GCA_900120595.1_14722_6_15/
GCA_900120605.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/605/GCA_900120605.1_14722_6_36/
GCA_900120615.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/615/GCA_900120615.1_14722_6_29/
GCA_900120625.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/625/GCA_900120625.1_14722_6_27/
GCA_900120635.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/635/GCA_900120635.1_14722_6_11/
GCA_900120645.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/645/GCA_900120645.1_14722_6_45/
GCA_900120655.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/655/GCA_900120655.1_14722_6_13/
GCA_900120665.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/665/GCA_900120665.1_14722_6_4/
GCA_900120675.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/675/GCA_900120675.1_14722_6_35/
GCA_900120685.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/685/GCA_900120685.1_14722_6_22/
GCA_900120695.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/695/GCA_900120695.1_14722_6_32/
GCA_900120705.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/705/GCA_900120705.1_14722_6_31/
GCA_900120715.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/715/GCA_900120715.1_14722_6_21/
GCA_900120725.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/725/GCA_900120725.1_14722_6_43/
GCA_900120735.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/735/GCA_900120735.1_14722_6_3/
GCA_900120745.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/745/GCA_900120745.1_14722_6_49/
GCA_900120755.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/755/GCA_900120755.1_14722_6_33/
GCA_900120765.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/765/GCA_900120765.1_14722_6_48/
GCA_900120775.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/775/GCA_900120775.1_14722_6_46/
GCA_900120785.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/785/GCA_900120785.1_14722_6_47/
GCA_900120795.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/795/GCA_900120795.1_14722_6_30/
GCA_900120805.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/805/GCA_900120805.1_14722_6_2/
GCA_900120815.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/815/GCA_900120815.1_14722_6_10/
GCA_900120825.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/825/GCA_900120825.1_14722_6_17/
GCA_900120835.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/835/GCA_900120835.1_14722_6_20/
GCA_900120845.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/845/GCA_900120845.1_14722_6_41/
GCA_900120855.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/855/GCA_900120855.1_14722_6_39/
GCA_900120865.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/865/GCA_900120865.1_14722_6_50/
GCA_900120875.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/875/GCA_900120875.1_14722_6_52/
GCA_900120885.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/885/GCA_900120885.1_14722_6_54/
GCA_900120895.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/895/GCA_900120895.1_14722_6_53/
GCA_900120905.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/905/GCA_900120905.1_14722_6_55/
GCA_900120915.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/915/GCA_900120915.1_14722_6_58/
GCA_900120925.1	Mycobacterium tuberculosis	Scaffold	2016-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/925/GCA_900120925.1_14722_6_59/
