assembly_accession	organism_name	assembly_level	seq_rel_date	ftp_path
GCA_048077945.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/077/945/GCA_048077945.1_ASM4807794v1/
GCA_048078005.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/005/GCA_048078005.1_ASM4807800v1/
GCA_048078025.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/025/GCA_048078025.1_ASM4807802v1/
GCA_048078065.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/065/GCA_048078065.1_ASM4807806v1/
GCA_048078085.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/085/GCA_048078085.1_ASM4807808v1/
GCA_048078105.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/105/GCA_048078105.1_ASM4807810v1/
GCA_048078135.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/135/GCA_048078135.1_ASM4807813v1/
GCA_048078165.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/165/GCA_048078165.1_ASM4807816v1/
GCA_048078265.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/265/GCA_048078265.1_ASM4807826v1/
GCA_048078285.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/285/GCA_048078285.1_ASM4807828v1/
GCA_048078305.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/305/GCA_048078305.1_ASM4807830v1/
GCA_048078325.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/325/GCA_048078325.1_ASM4807832v1/
GCA_048078365.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/365/GCA_048078365.1_ASM4807836v1/
GCA_048078445.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/445/GCA_048078445.1_ASM4807844v1/
GCA_048078485.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/485/GCA_048078485.1_ASM4807848v1/
GCA_048078505.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/505/GCA_048078505.1_ASM4807850v1/
GCA_048078525.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/525/GCA_048078525.1_ASM4807852v1/
GCA_048078545.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/545/GCA_048078545.1_ASM4807854v1/
GCA_048078595.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/595/GCA_048078595.1_ASM4807859v1/
GCA_048078685.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/685/GCA_048078685.1_ASM4807868v1/
GCA_048078705.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/705/GCA_048078705.1_ASM4807870v1/
GCA_048078725.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/725/GCA_048078725.1_ASM4807872v1/
GCA_048078745.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/745/GCA_048078745.1_ASM4807874v1/
GCA_048078825.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/825/GCA_048078825.1_ASM4807882v1/
GCA_048078845.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/845/GCA_048078845.1_ASM4807884v1/
GCA_048078885.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/885/GCA_048078885.1_ASM4807888v1/
GCA_048078905.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/905/GCA_048078905.1_ASM4807890v1/
GCA_048078945.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/945/GCA_048078945.1_ASM4807894v1/
GCA_048078985.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/078/985/GCA_048078985.1_ASM4807898v1/
GCA_048079005.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/005/GCA_048079005.1_ASM4807900v1/
GCA_048079025.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/025/GCA_048079025.1_ASM4807902v1/
GCA_048079045.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/045/GCA_048079045.1_ASM4807904v1/
GCA_048079105.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/105/GCA_048079105.1_ASM4807910v1/
GCA_048079145.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/145/GCA_048079145.1_ASM4807914v1/
GCA_048079225.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/225/GCA_048079225.1_ASM4807922v1/
GCA_048079245.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/245/GCA_048079245.1_ASM4807924v1/
GCA_048079265.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/265/GCA_048079265.1_ASM4807926v1/
GCA_048079355.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/355/GCA_048079355.1_ASM4807935v1/
GCA_048079375.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/375/GCA_048079375.1_ASM4807937v1/
GCA_048079385.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/385/GCA_048079385.1_ASM4807938v1/
GCA_048079455.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/455/GCA_048079455.1_ASM4807945v1/
GCA_048079475.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/475/GCA_048079475.1_ASM4807947v1/
GCA_048079515.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/515/GCA_048079515.1_ASM4807951v1/
GCA_048079535.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/535/GCA_048079535.1_ASM4807953v1/
GCA_048079575.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/575/GCA_048079575.1_ASM4807957v1/
GCA_048079635.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/635/GCA_048079635.1_ASM4807963v1/
GCA_048079655.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/655/GCA_048079655.1_ASM4807965v1/
GCA_048079715.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/715/GCA_048079715.1_ASM4807971v1/
GCA_048079735.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/735/GCA_048079735.1_ASM4807973v1/
GCA_048079795.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/795/GCA_048079795.1_ASM4807979v1/
GCA_048079815.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/815/GCA_048079815.1_ASM4807981v1/
GCA_048079875.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/875/GCA_048079875.1_ASM4807987v1/
GCA_048079915.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/915/GCA_048079915.1_ASM4807991v1/
GCA_048079935.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/935/GCA_048079935.1_ASM4807993v1/
GCA_048079975.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/079/975/GCA_048079975.1_ASM4807997v1/
GCA_048080025.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/025/GCA_048080025.1_ASM4808002v1/
GCA_048080055.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/055/GCA_048080055.1_ASM4808005v1/
GCA_048080095.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/095/GCA_048080095.1_ASM4808009v1/
GCA_048080105.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/105/GCA_048080105.1_ASM4808010v1/
GCA_048080165.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/165/GCA_048080165.1_ASM4808016v1/
GCA_048080215.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/215/GCA_048080215.1_ASM4808021v1/
GCA_048080255.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/255/GCA_048080255.1_ASM4808025v1/
GCA_048080275.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/275/GCA_048080275.1_ASM4808027v1/
GCA_048080315.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/315/GCA_048080315.1_ASM4808031v1/
GCA_048080325.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/325/GCA_048080325.1_ASM4808032v1/
GCA_048080355.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/355/GCA_048080355.1_ASM4808035v1/
GCA_048080455.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/455/GCA_048080455.1_ASM4808045v1/
GCA_048080475.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/475/GCA_048080475.1_ASM4808047v1/
GCA_048080515.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/515/GCA_048080515.1_ASM4808051v1/
GCA_048080535.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/535/GCA_048080535.1_ASM4808053v1/
GCA_048080575.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/575/GCA_048080575.1_ASM4808057v1/
GCA_048080595.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/595/GCA_048080595.1_ASM4808059v1/
GCA_048080655.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/655/GCA_048080655.1_ASM4808065v1/
GCA_048080715.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/715/GCA_048080715.1_ASM4808071v1/
GCA_048080735.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/735/GCA_048080735.1_ASM4808073v1/
GCA_048080775.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/775/GCA_048080775.1_ASM4808077v1/
GCA_048080795.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/795/GCA_048080795.1_ASM4808079v1/
GCA_048080815.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/815/GCA_048080815.1_ASM4808081v1/
GCA_048080915.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/915/GCA_048080915.1_ASM4808091v1/
GCA_048080935.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/935/GCA_048080935.1_ASM4808093v1/
GCA_048080975.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/975/GCA_048080975.1_ASM4808097v1/
GCA_048080995.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/080/995/GCA_048080995.1_ASM4808099v1/
GCA_048081075.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/075/GCA_048081075.1_ASM4808107v1/
GCA_048081095.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/095/GCA_048081095.1_ASM4808109v1/
GCA_048081135.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/135/GCA_048081135.1_ASM4808113v1/
GCA_048081155.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/155/GCA_048081155.1_ASM4808115v1/
GCA_048081215.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/215/GCA_048081215.1_ASM4808121v1/
GCA_048081225.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/225/GCA_048081225.1_ASM4808122v1/
GCA_048081235.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/235/GCA_048081235.1_ASM4808123v1/
GCA_048081295.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/295/GCA_048081295.1_ASM4808129v1/
GCA_048081355.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/355/GCA_048081355.1_ASM4808135v1/
GCA_048081375.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/375/GCA_048081375.1_ASM4808137v1/
GCA_048081395.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/395/GCA_048081395.1_ASM4808139v1/
GCA_048081425.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/425/GCA_048081425.1_ASM4808142v1/
GCA_048081515.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/515/GCA_048081515.1_ASM4808151v1/
GCA_048081555.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/555/GCA_048081555.1_ASM4808155v1/
GCA_048081575.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/575/GCA_048081575.1_ASM4808157v1/
GCA_048081615.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/615/GCA_048081615.1_ASM4808161v1/
GCA_048081635.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/635/GCA_048081635.1_ASM4808163v1/
GCA_048081705.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/705/GCA_048081705.1_ASM4808170v1/
GCA_048081745.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/745/GCA_048081745.1_ASM4808174v1/
GCA_048081765.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/765/GCA_048081765.1_ASM4808176v1/
GCA_048081785.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/785/GCA_048081785.1_ASM4808178v1/
GCA_048081845.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/845/GCA_048081845.1_ASM4808184v1/
GCA_048081865.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/865/GCA_048081865.1_ASM4808186v1/
GCA_048081875.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/875/GCA_048081875.1_ASM4808187v1/
GCA_048081895.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/895/GCA_048081895.1_ASM4808189v1/
GCA_048081905.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/081/905/GCA_048081905.1_ASM4808190v1/
GCA_048082045.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/082/045/GCA_048082045.1_ASM4808204v1/
GCA_048082065.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/082/065/GCA_048082065.1_ASM4808206v1/
GCA_048082085.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/082/085/GCA_048082085.1_ASM4808208v1/
GCA_048082105.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/082/105/GCA_048082105.1_ASM4808210v1/
GCA_048082145.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/082/145/GCA_048082145.1_ASM4808214v1/
GCA_048082165.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/082/165/GCA_048082165.1_ASM4808216v1/
GCA_048082265.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/082/265/GCA_048082265.1_ASM4808226v1/
GCA_048082285.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/082/285/GCA_048082285.1_ASM4808228v1/
GCA_048082305.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/082/305/GCA_048082305.1_ASM4808230v1/
GCA_048082425.1	Mycobacterium tuberculosis	Contig	2025-02-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/082/425/GCA_048082425.1_ASM4808242v1/
GCA_048083345.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/083/345/GCA_048083345.1_ASM4808334v1/
GCA_048083385.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/083/385/GCA_048083385.1_ASM4808338v1/
GCA_048083405.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/083/405/GCA_048083405.1_ASM4808340v1/
GCA_048083465.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/083/465/GCA_048083465.1_ASM4808346v1/
GCA_048083555.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/083/555/GCA_048083555.1_ASM4808355v1/
GCA_048083575.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/083/575/GCA_048083575.1_ASM4808357v1/
GCA_048083585.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/083/585/GCA_048083585.1_ASM4808358v1/
GCA_048083635.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/083/635/GCA_048083635.1_ASM4808363v1/
GCA_048083655.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/083/655/GCA_048083655.1_ASM4808365v1/
GCA_048083765.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/083/765/GCA_048083765.1_ASM4808376v1/
GCA_048083805.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/083/805/GCA_048083805.1_ASM4808380v1/
GCA_048083855.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/083/855/GCA_048083855.1_ASM4808385v1/
GCA_048083865.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/083/865/GCA_048083865.1_ASM4808386v1/
GCA_048083915.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/083/915/GCA_048083915.1_ASM4808391v1/
GCA_048083975.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/083/975/GCA_048083975.1_ASM4808397v1/
GCA_048084015.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/084/015/GCA_048084015.1_ASM4808401v1/
GCA_048084035.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/084/035/GCA_048084035.1_ASM4808403v1/
GCA_048084065.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/084/065/GCA_048084065.1_ASM4808406v1/
GCA_048084095.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/084/095/GCA_048084095.1_ASM4808409v1/
GCA_048084135.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/084/135/GCA_048084135.1_ASM4808413v1/
GCA_048084195.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/084/195/GCA_048084195.1_ASM4808419v1/
GCA_048084235.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/084/235/GCA_048084235.1_ASM4808423v1/
GCA_048084255.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/084/255/GCA_048084255.1_ASM4808425v1/
GCA_048084275.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/084/275/GCA_048084275.1_ASM4808427v1/
GCA_048084335.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/084/335/GCA_048084335.1_ASM4808433v1/
GCA_048084375.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/084/375/GCA_048084375.1_ASM4808437v1/
GCA_048084425.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/084/425/GCA_048084425.1_ASM4808442v1/
GCA_048084455.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/084/455/GCA_048084455.1_ASM4808445v1/
GCA_048084475.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/084/475/GCA_048084475.1_ASM4808447v1/
GCA_048084535.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/084/535/GCA_048084535.1_ASM4808453v1/
GCA_048084615.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/084/615/GCA_048084615.1_ASM4808461v1/
GCA_048158445.1	Mycobacterium tuberculosis	Contig	2025-02-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/158/445/GCA_048158445.1_ASM4815844v1/
GCA_048258245.1	Mycobacterium tuberculosis variant caprae	Contig	2025-02-28	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/258/245/GCA_048258245.1_ASM4825824v1/
