accession	domain	phylum	class	order	family	genus	species
GB_GCA_021828155.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAMCYM01	JAMCYM01 sp021828155
GB_GCA_002722735.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	UBA36	UBA36 sp002722735
RS_GCF_000304355.2	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus bourgensis
GB_GCA_030754655.1	Archaea	Thermoplasmatota	Poseidoniia	MGIII	CG-Epi1	UBA8886	UBA8886 sp002731655
GB_GCA_012516785.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	UBA9949	UBA9949 sp012516785
GB_GCA_021800515.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAJZMY01	JAJZMY01 sp021800515
GB_GCA_002501885.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	Thalassarchaeum	Thalassarchaeum sp002501885
GB_GCA_038870975.1	Archaea	Thermoproteota	Bathyarchaeia	B24	B24	DTBU01	DTBU01 sp038870975
GB_GCA_029775855.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	JAAOZN01	JAAOZN01	JAAOZN01 sp029775855
RS_GCF_000320505.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanarmilla	Methanarmilla boviskoreani
GB_GCA_038841535.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	NBVN01	DRZP01	DRZP01 sp038841535
GB_GCA_002502175.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-O1	MGIIb-O1 sp002502175
GB_GCA_015121965.1	Archaea	Nanobdellota	Nanobdellia	Parvarchaeales	Parvarchaeaceae	Acidifodinimicrobium	Acidifodinimicrobium mancum
GB_GCA_015520485.1	Archaea	Halobacteriota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	WAPX01	WAPX01 sp015520485
GB_GCA_002698145.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L2	MGIIa-L2 sp002698145
GB_GCA_021797995.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CABMGC01	JAKAVK01	JAKAVK01 sp021797995
GB_GCA_021790305.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CABMGC01	JAKAUU01	JAKAUU01 sp021790305
GB_GCA_020832985.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	NBVN01	DTCV01	DTCV01 sp020832985
GB_GCA_030550585.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Ignisphaeraceae	Ignisphaera	Ignisphaera sp030550585
GB_GCA_021821785.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	UBA184	UBA184 sp021821785
GB_GCA_010028495.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosotenuis	Nitrosotenuis sp010028495
GB_GCA_021848125.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAJZMY01	JAJZMY01 sp021848125
GB_GCA_001629235.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	UBA36	UBA36 sp001629235
RS_GCF_002813695.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium subterraneum
GB_GCA_038866525.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	DTEX01	DTEX01	DTEX01 sp038866525
GB_GCA_021828705.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAJZDT01	JAJZDT01 sp021828705
GB_GCA_021791075.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CABMGC01	JAKAVK01	JAKAVK01 sp021791075
GB_GCA_038816475.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Desulfurococcaceae	UBA285	UBA285 sp038816475
GB_GCA_030019395.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanolinea_A	Methanolinea_A sp030019395
GB_GCA_002412065.1	Archaea	Nanobdellota	Nanobdellia	Parvarchaeales	Parvarchaeaceae	Parvarchaeum	Parvarchaeum acidiphilum
GB_GCA_038727095.1	Archaea	Thermoproteota	Thermoprotei	Thermofilales	Thermofilaceae	JANXEW01	JANXEW01 sp038727095
GB_GCA_018396655.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	DTEX01	DTEX01	DTEX01 sp018396655
GB_GCA_021817415.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	GCA-001856825	JAKAUZ01	JAKAUZ01 sp021817415
RS_GCF_022448665.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	Thalassarchaeum	Thalassarchaeum sp002507125
GB_GCA_021797085.1	Archaea	Nanobdellota	Nanobdellia	Parvarchaeales	Parvarchaeaceae	Parvarchaeum	Parvarchaeum tengchongense
GB_GCA_019651595.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	Poseidonia	Poseidonia sp019651595
GB_GCA_001629255.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	UBA36	UBA36 sp001629255
GB_GCA_021791245.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CABMGC01	JAJYWY01	JAJYWY01 sp021791245
GB_GCA_002496805.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium sp002496805
GB_GCA_002714745.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	Thalassarchaeum	Thalassarchaeum sp002714745
RS_GCF_001577775.1	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus kukulkanii
GB_GCA_018658955.1	Archaea	Nanobdellota	Nanobdellia	SCGC-AAA011-G17	UBA489	JABIKK01	JABIKK01 sp018658955
GB_GCA_038736355.1	Archaea	Hadarchaeota	Hadarchaeia	Hadarchaeales	WYZ-LMO6	WYZ-LMO6	WYZ-LMO6 sp038736355
GB_GCA_038853715.1	Archaea	Thermoproteota	Methanomethylicia	Nezhaarchaeales	JAWCJE01	JAWCJE01	JAWCJE01 sp038853715
GB_GCA_021792655.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	B-DKE	B-DKE sp021792655
GB_GCA_038823825.1	Archaea	Hadarchaeota	Hadarchaeia	Hadarchaeales	Hadarchaeaceae	DYTO01	DYTO01 sp038823825
GB_GCA_002718995.2	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-O5	MGIIb-O5 sp002718995
RS_GCF_016706325.1	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanothrix sp016706325
GB_GCA_011523055.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-N1	MGIIb-N1 sp011523055
GB_GCA_905182185.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L1	MGIIa-L1 sp905182185
GB_GCA_038870635.1	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Bilamarchaeaceae	JAVZJR01	JAVZJR01 sp038870635
GB_GCA_038831005.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Ignisphaeraceae	Ignisphaera	Ignisphaera sp038831005
GB_GCA_900314605.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanarmilla	Methanarmilla sp900314605
GB_GCA_002714305.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	Poseidonia	Poseidonia sp002714305
GB_GCA_900320515.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanocatella	Methanocatella sp900320515
GB_GCA_018396875.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	Bathycorpusculaceae	DRVP01	DRVP01 sp018396875
GB_GCA_001516765.1	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermocladiaceae	Vulcanisaeta	Vulcanisaeta sp001516765
GB_GCA_002498925.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-O5	MGIIb-O5 sp002498925
GB_GCA_021797555.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Ferroplasma	Ferroplasma sp021797555
RS_GCF_038881575.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus sp038881575
GB_GCA_002719395.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-K2	MGIIa-K2 sp002719395
GB_GCA_038890395.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosotenuis	Nitrosotenuis sp038890395
GB_GCA_002498985.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-O2	MGIIb-O2 sp002498985
GB_GCA_002790315.1	Archaea	Huberarchaeota	Huberarchaeia	Huberarchaeales	Huberarchaeaceae	Huberarchaeum	Huberarchaeum crystalense
GB_GCA_017601245.1	Archaea	Thermoproteota	EX4484-205	EX4484-205	JAAOZP01	JAAOZP01	JAAOZP01 sp011363915
GB_GCA_002497025.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-O1	MGIIb-O1 sp002497025
GB_GCA_038832005.1	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Caldarchaeaceae	Caldarchaeum	Caldarchaeum sp038832005
GB_GCA_905187815.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanoprimaticola	Methanoprimaticola sp905187815
GB_GCA_004347965.1	Archaea	Thermoproteota	Methanomethylicia	Nezhaarchaeales	WYZ-LMO8	WYZ-LMO8	WYZ-LMO8 sp004347965
GB_GCA_021811435.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAKATK01	JAKATK01 sp021811435
GB_GCA_021802125.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	JAKAAX01	JAKAAX01 sp021802125
GB_GCA_018396975.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	DTEX01	DTEX01	DTEX01 sp018396975
RS_GCF_003111605.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanocatella	Methanocatella woesei
GB_GCA_021810455.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CABMGC01	JAJZIU01	JAJZIU01 sp021810455
RS_GCF_002077075.2	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus sp002077075
GB_GCA_002497895.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-O1	MGIIb-O1 sp002497895
GB_GCA_021802105.1	Archaea	Nanobdellota	Nanobdellia	Parvarchaeales	Parvarchaeaceae	JAJZLM01	JAJZLM01 sp021802105
GB_GCA_021848045.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	UBA183	BOG-1369	BOG-1369 sp021848045
GB_GCA_030044695.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	UBA184	UBA184 sp030044695
GB_GCA_963591575.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanomethylophilus	Methanomethylophilus sp963591575
GB_GCA_038885755.1	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Caldarchaeaceae	Caldarchaeum	Caldarchaeum sp038885755
GB_GCA_019654055.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	Thalassarchaeum	Thalassarchaeum sp019654055
RS_GCF_900215215.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus euhalobius
GB_GCA_018396915.1	Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	RBG-13-38-9	DTMT01	DTMT01 sp018396915
GB_GCA_038831915.1	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Caldarchaeaceae	Caldarchaeum	Caldarchaeum sp038831915
GB_GCA_030037035.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	UBA184	UBA184 sp030037035
GB_GCA_018396705.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	Bathycorpusculaceae	DRVP01	DRVP01 sp018396705
RS_GCF_025397995.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanothermobacteraceae	Methanothermobacter	Methanothermobacter wolfei
GB_GCA_021801925.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	UBA184	UBA184 sp021801925
GB_GCA_021821635.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	UBA582	UBA582 sp021821635
GB_GCA_018920185.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	CG10238-14	SCSR01	JACOWB01	JACOWB01 sp018920185
GB_GCA_021793035.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAMCYB01	JAMCYB01 sp021793035
GB_GCA_002694585.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L3	MGIIa-L3 sp002694585
GB_GCA_023381355.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Cuniculiplasma	Cuniculiplasma sp023381355
GB_GCA_013331795.1	Archaea	Nanobdellota	Nanobdellia	SCGC-AAA011-G17	GW2011-AR17	GW2011-AR17	GW2011-AR17 sp10136u
GB_GCA_021846665.1	Archaea	Nanobdellota	Nanobdellia	Parvarchaeales	Parvarchaeaceae	Parvarchaeum	Parvarchaeum sp021846665
GB_GCA_036815945.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrosopolaris	Nitrosopolaris nunavutensis
GB_GCA_002505695.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-N1	MGIIb-N1 sp002505695
GB_GCA_038877355.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAVYWU01	JAVYWU01 sp038877355
GB_GCA_036148495.1	Archaea	Thermoplasmatota	Poseidoniia	MGIII	CG-Epi1	CG-Epi1	CG-Epi1 sp036148495
GB_GCA_021800855.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	UBA183	UBA183	UBA183 sp021800855
GB_GCA_002728275.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Heimdallarchaeales	Kariarchaeaceae	Kariarchaeum	Kariarchaeum pelagium
GB_GCA_016777125.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L2	MGIIa-L2 sp016777125
GB_GCA_038817485.1	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	JAVZCJ01	JAVZCJ01	JAVZCJ01 sp038817485
GB_GCA_023378805.1	Archaea	Nanobdellota	Nanobdellia	Parvarchaeales	Parvarchaeaceae	Parvarchaeum	Parvarchaeum sp023378805
GB_GCA_002505775.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-O5	MGIIb-O5 sp002505775
GB_GCA_021817255.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Cuniculiplasma	Cuniculiplasma sp021817255
GB_GCA_001873845.1	Archaea	Altiarchaeota	Altiarchaeia	Altiarchaeales	Altiarchaeaceae	Altiarchaeum	Altiarchaeum hamiconexum
GB_GCA_018396635.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	DTEX01	DTEX01	DTEX01 sp018396635
GB_GCA_002505345.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	VadinCA11	VadinCA11 sp002505345
GB_GCA_018674605.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus sp018674605
RS_GCF_001488575.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium hubeiense
GB_GCA_021792595.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	JAMDBT01	JAMDBT01 sp021792595
RS_GCF_002506585.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus sp002506585
GB_GCA_018657065.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	GW2011-AR15	GW2011-AR15	GW2011-AR15 sp018657065
GB_GCA_003193815.1	Archaea	Thermoplasmatota	Poseidoniia	MGIII	CG-Epi1	UBA8886	UBA8886 sp003193815
GB_GCA_038866255.1	Archaea	Halobacteriota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	WYZ-LMO2	WYZ-LMO2 sp038866255
GB_GCA_038895375.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	UBA284	JANXDM01	JANXDM01 sp038895375
GB_GCA_905182725.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L1	MGIIa-L1 sp905182725
GB_GCA_002502095.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-O5	MGIIb-O5 sp002502095
GB_GCA_002731905.1	Archaea	Thermoplasmatota	Poseidoniia	MGIII	CG-Epi1	UBA8886	UBA8886 sp002731905
GB_GCA_038735125.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Ignisphaeraceae	Ignisphaera	Ignisphaera sp038735125
RS_GCF_000011085.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula marismortui
GB_GCA_002501845.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Nitrososphaera sp002501845
GB_GCA_023622545.1	Archaea	Methanobacteriota_B	Thermococci	Methanofastidiosales	Methanofastidiosaceae	Methanofastidiosum	Methanofastidiosum sp023622545
GB_GCA_029932465.1	Archaea	Thermoplasmatota	EX4484-6	EX4484-6	EX4484-36	EX4484-36	EX4484-36 sp002254765
GB_GCA_018675975.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	JABGXB01	JABGXB01	JABGXB01 sp018675975
RS_GCF_000337335.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum	Halorubrum distributum
GB_GCA_963605395.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanoprimaticola	Methanoprimaticola sp963605395
GB_GCA_028701835.1	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	JAAZKV01	JAAZKV01	JAAZKV01 sp028701835
GB_GCA_001512375.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus thermohydrogenotrophicum
GB_GCA_018662825.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L1	MGIIa-L1 sp018662825
GB_GCA_002495325.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanomethylophilus	Methanomethylophilus sp002495325
GB_GCA_038832865.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	NBVN01	DRZP01	DRZP01 sp038832865
GB_GCA_030550115.1	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	J096	JAADEL01	JAADEL01 sp030550115
GB_GCA_021817505.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CABMGC01	JAKAUU01	JAKAUU01 sp021817505
GB_GCA_021798095.1	Archaea	Thermoproteota	Nitrososphaeria	Conexivisphaerales	UBA164	JAJZYL01	JAJZYL01 sp021798095
RS_GCF_016294135.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter ruminantium_A
RS_GCF_000007225.1	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum aerophilum
RS_GCF_028890305.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera massiliense
GB_GCA_002762735.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	GW2011-AR1	GW2011-AR1 sp002762735
GB_GCA_903871465.1	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanothrix sp903871465
GB_GCA_001512965.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	DTU008	DTU008 sp001512965
GB_GCA_023381255.1	Archaea	Thermoproteota	Nitrososphaeria	Conexivisphaerales	UBA164	UBA164	UBA164 sp023381255
GB_GCA_002789635.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	CG10238-14	CG10238-14	CG10238-14	CG10238-14 sp002789635
GB_GCA_903819595.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	CAIKOD01	CAIKOD01 sp903819595
GB_GCA_030748895.1	Archaea	Thermoplasmatota	Poseidoniia	MGIII	CG-Epi1	UBA8886	UBA8886 sp002509165
GB_GCA_021798415.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	UBA184	UBA184 sp021798415
GB_GCA_002694525.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	Poseidonia	Poseidonia sp002694525
GB_GCA_031961865.1	Archaea	Thermoplasmatota	Thermoplasmata	Aciduliprofundales	ARK-15	JAVRLB01	JAVRLB01 sp031961865
GB_GCA_038889235.1	Archaea	Asgardarchaeota	Jordiarchaeia	Jordiarchaeales	Freyrarchaeaceae	DTBI01	DTBI01 sp038889235
GB_GCA_021791535.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAJZAB01	JAJZAB01 sp021791535
GB_GCA_018396535.1	Archaea	Thermoproteota	Bathyarchaeia	B24	DRYS01	DRYS01	DRYS01 sp018396535
GB_GCA_009840065.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	VYCS01	VYCS01 sp009840065
GB_GCA_963632775.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanarcanum	Methanarcanum sp963632775
GB_GCA_002498455.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-P	MGIIb-P sp002498455
RS_GCF_026891935.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	Methanocorpusculum vombati
GB_GCA_003584625.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	DSM-23052	Methanothermobacter_A	Methanothermobacter_A sp003584625
GB_GCA_021828665.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	JAKIVR01	JAKIVR01 sp021828665
GB_GCA_038144595.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	Poseidonia	Poseidonia sp038144595
GB_GCA_018701175.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L1	MGIIa-L1 sp018701175
GB_GCA_025920435.1	Archaea	Nanobdellota	Nanobdellia	Parvarchaeales	Parvarchaeaceae	Rehaiarchaeum	Rehaiarchaeum fermentans
GB_GCA_029775925.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	JACAEJ01	JACAEJ01	JACAEJ01 sp029775925
GB_GCA_003724275.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	JAHRAL01	JAHRAL01 sp003724275
GB_GCA_002737445.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosarchaeum	Nitrosarchaeum sp002737445
GB_GCA_018692925.1	Archaea	Nanobdellota	Nanobdellia	SCGC-AAA011-G17	GW2011-AR17	BS150m-G60	BS150m-G60 sp018692925
GB_GCA_021785805.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAJZYD01	JAJZYD01 sp021785805
GB_GCA_022710385.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	UBA9949	UBA9949 sp022710385
GB_GCA_002506105.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanolinea_A	Methanolinea_A sp002506105
GB_GCA_030041735.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	UBA184	UBA184 sp030041735
GB_GCA_001437625.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus sp001437625
GB_GCA_038845975.1	Archaea	Thermoproteota	Methanomethylicia	CALHIW01	CALHIW01	CALHIW01	CALHIW01 sp038845975
GB_GCA_012964335.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-Q1	MGIIb-Q1 sp012964335
GB_GCA_018396405.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	DTEX01	DTEX01	DTEX01 sp018396405
GB_GCA_021806295.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Ferroplasma	Ferroplasma sp021806295
RS_GCF_019669925.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobinarius	Methanobinarius arboriphilus_A
GB_GCA_002685415.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-O1	MGIIb-O1 sp002685415
GB_GCA_002068435.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	UBA9949	UBA9949 sp002068435
GB_GCA_012520015.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	Methanospirillum sp012520015
RS_GCF_023167465.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	DSM-23052	Methanothermobacter_A	Methanothermobacter_A tenebrarum
GB_GCA_022565935.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus sp022565935
GB_GCA_038893495.1	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus sp038893495
GB_GCA_002499195.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L2	MGIIa-L2 sp002499195
RS_GCF_002501655.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus sp002501655
