run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	base_count	fastq_ftp	fastq_md5
ERR4863308	SAMEA7600838	ERX4732691	PRJEB41240	9606	Homo sapiens	1082159953	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4863308/ERR4863308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4863308/ERR4863308_2.fastq.gz	76f60cb2dbb25b8c798285d9a8042124;00ee21beabe50cb3ad8ddae5650f3dc1
ERR4863309	SAMEA7600838	ERX4732692	PRJEB41240	9606	Homo sapiens	22950291	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4863309/ERR4863309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4863309/ERR4863309_2.fastq.gz	85e98e6a73fde2c906cfb53a0bd31d3a;bc66ca87356f7e85f093d68f83f6fcf9
ERR4863310	SAMEA7600838	ERX4732693	PRJEB41240	9606	Homo sapiens	1189198309	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4863310/ERR4863310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4863310/ERR4863310_2.fastq.gz	8ce2fa71052be04eea81134b1336e131;82c2c1ffe9276790dda1215f6eee1976
ERR4863311	SAMEA7600839	ERX4732694	PRJEB41240	9606	Homo sapiens	2839745520	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4863311/ERR4863311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4863311/ERR4863311_2.fastq.gz	97babd95eee991685f37c507b5e48dea;c2d14b7b1cbbf58815b45f1d21951638
ERR4863312	SAMEA7600839	ERX4732695	PRJEB41240	9606	Homo sapiens	1957498493	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4863312/ERR4863312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4863312/ERR4863312_2.fastq.gz	5c253bc3df1bb956ad0dbcb691d76c63;339bebafa63cc3d56f4f535161c9e6d0
ERR4863313	SAMEA7600839	ERX4732696	PRJEB41240	9606	Homo sapiens	10653673	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4863313/ERR4863313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4863313/ERR4863313_2.fastq.gz	3a88827c409ef85f1a9c6e841b929ebb;74970ee86f1c8b90e6b890b1be61dddc
ERR4863314	SAMEA7600839	ERX4732697	PRJEB41240	9606	Homo sapiens	586890828	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4863314/ERR4863314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4863314/ERR4863314_2.fastq.gz	3c5dc31a8c375765819b98b2d25713da;0d355be85375349c0ca285b2a5947845
ERR4863315	SAMEA7600839	ERX4732698	PRJEB41240	9606	Homo sapiens	18638806	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4863315/ERR4863315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4863315/ERR4863315_2.fastq.gz	0a23f8a0b3afa95d291de570f68dbb1e;4a2d6f7248582204b33586c743cef677
ERR4863316	SAMEA7600840	ERX4732699	PRJEB41240	9606	Homo sapiens	284319348	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4863316/ERR4863316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4863316/ERR4863316_2.fastq.gz	4e79aef155a64c5a8502bd23bf228ca8;ba8aa6048968d79d452de55b369287f8
ERR4863317	SAMEA7600840	ERX4732700	PRJEB41240	9606	Homo sapiens	317924624	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4863317/ERR4863317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4863317/ERR4863317_2.fastq.gz	f1aa73180daaa60bff7ff5afd5a53bc4;2014bdfa0754f246a9d68e89967880ca
ERR4863318	SAMEA7600840	ERX4732701	PRJEB41240	9606	Homo sapiens	17716644	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4863318/ERR4863318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4863318/ERR4863318_2.fastq.gz	996612758466b9b58031725353cde063;4123e7ed9c88a2d80805fcabc4c59077
ERR4863319	SAMEA7600840	ERX4732702	PRJEB41240	9606	Homo sapiens	593447779	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4863319/ERR4863319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4863319/ERR4863319_2.fastq.gz	68110a97077e3a1131d5a325e55fb108;ff2e6311d640240214dc27057f4b184d
ERR4863320	SAMEA7600840	ERX4732703	PRJEB41240	9606	Homo sapiens	12856782	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4863320/ERR4863320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4863320/ERR4863320_2.fastq.gz	a0e3ef87db5b5a01304f9dfe3722b67e;d3c85aa882b293ef04853b1806b26bbe
ERR4863321	SAMEA7600841	ERX4732704	PRJEB41240	9606	Homo sapiens	41341034	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4863321/ERR4863321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4863321/ERR4863321_2.fastq.gz	06088d816afa2eb32c1b60b1a78ddd7c;1959d2d493a4eabf65d4b688f645325d
ERR4863322	SAMEA7600841	ERX4732705	PRJEB41240	9606	Homo sapiens	2718642101	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4863322/ERR4863322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4863322/ERR4863322_2.fastq.gz	a40f7387fc938c2c99dbe05029693fd3;62028b26a2cc65be58f09b34eb0e3b0f
ERR4863323	SAMEA7600841	ERX4732706	PRJEB41240	9606	Homo sapiens	2051019660	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4863323/ERR4863323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4863323/ERR4863323_2.fastq.gz	645d9492c21044c18f6bc81dd7958f75;f00647ac58a9e3355c992d514da1c8fb
ERR5295738	SAMEA7600817	ERX5085286	PRJEB41240	9606	Homo sapiens	3150608223	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/008/ERR5295738/ERR5295738.fastq.gz	8f3dc5f09590f3511ab21ef32cc68b46
ERR5295739	SAMEA7600817	ERX5085287	PRJEB41240	9606	Homo sapiens	36405177	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/009/ERR5295739/ERR5295739.fastq.gz	0589cb0a76d2836a12d6d92342a91526
ERR5295740	SAMEA7600817	ERX5085288	PRJEB41240	9606	Homo sapiens	5821495010	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/000/ERR5295740/ERR5295740.fastq.gz	fe342073384e890c03b2d765cc2e46ba
ERR5295741	SAMEA7600818	ERX5085289	PRJEB41240	9606	Homo sapiens	44216312	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/001/ERR5295741/ERR5295741.fastq.gz	3682db0cdb891e98c11df8c9afba1bf7
ERR5295742	SAMEA7600818	ERX5085290	PRJEB41240	9606	Homo sapiens	17522689258	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/002/ERR5295742/ERR5295742.fastq.gz	d618bcf320e9904af2e2bc23f202112a
ERR5295743	SAMEA7600818	ERX5085291	PRJEB41240	9606	Homo sapiens	21628355695	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/003/ERR5295743/ERR5295743.fastq.gz	bf7c56f690fa66d78d7b04d062f50a1a
ERR5295744	SAMEA7600819	ERX5085292	PRJEB41240	9606	Homo sapiens	39551624	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/004/ERR5295744/ERR5295744.fastq.gz	7ed4072215be0f2b2e2d2a0b5293dc37
ERR5295745	SAMEA7600819	ERX5085293	PRJEB41240	9606	Homo sapiens	4089043961	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/005/ERR5295745/ERR5295745.fastq.gz	92773d1c56567cf6b6ee02bfeadb45bb
ERR5295746	SAMEA7600820	ERX5085294	PRJEB41240	9606	Homo sapiens	2269079352	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/006/ERR5295746/ERR5295746.fastq.gz	5634bfada357b2ee4f89c165228bde73
ERR5295747	SAMEA7600820	ERX5085295	PRJEB41240	9606	Homo sapiens	69508956	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/007/ERR5295747/ERR5295747.fastq.gz	61018d5d4dac1c513cfd8dfeffdaaba5
ERR5295748	SAMEA7600820	ERX5085296	PRJEB41240	9606	Homo sapiens	3588709277	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/008/ERR5295748/ERR5295748.fastq.gz	69bcc57882ace8958ef0f724c77b68e5
ERR5295749	SAMEA7600821	ERX5085297	PRJEB41240	9606	Homo sapiens	3525855804	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/009/ERR5295749/ERR5295749.fastq.gz	adbec3b72d325f386c2206d5836cdeb2
ERR5295750	SAMEA7600821	ERX5085298	PRJEB41240	9606	Homo sapiens	52967570	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/000/ERR5295750/ERR5295750.fastq.gz	065d74db9c6e84103655d2fb2a3627a4
ERR5295751	SAMEA7600821	ERX5085299	PRJEB41240	9606	Homo sapiens	5207950036	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/001/ERR5295751/ERR5295751.fastq.gz	1eda6df0b4f541487e49c72a433bb27b
ERR5295752	SAMEA7600822	ERX5085300	PRJEB41240	9606	Homo sapiens	40758836	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/002/ERR5295752/ERR5295752.fastq.gz	7b79b0fa2b675ea24be4abdbd565cce5
ERR5295753	SAMEA7600823	ERX5085301	PRJEB41240	9606	Homo sapiens	88558019	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/003/ERR5295753/ERR5295753.fastq.gz	aaa700c379ae1d92509e1ae72065a13e
ERR5295754	SAMEA7600823	ERX5085302	PRJEB41240	9606	Homo sapiens	1993498945	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/004/ERR5295754/ERR5295754.fastq.gz	a3a66798e8bb57887eefbf74f76df0c6
ERR5295755	SAMEA7600824	ERX5085303	PRJEB41240	9606	Homo sapiens	18204404	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/005/ERR5295755/ERR5295755.fastq.gz	714d05093fb5a23193fdc615000eb774
ERR5295756	SAMEA7600824	ERX5085304	PRJEB41240	9606	Homo sapiens	11328346137	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/006/ERR5295756/ERR5295756.fastq.gz	2a7d09f717a88c58bd1b365ffaa694a2
ERR5295757	SAMEA7600824	ERX5085305	PRJEB41240	9606	Homo sapiens	11497017762	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/007/ERR5295757/ERR5295757.fastq.gz	c21ba90a03b8fc5be4a4079ef074b900
ERR5295758	SAMEA7600824	ERX5085306	PRJEB41240	9606	Homo sapiens	14220949461	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/008/ERR5295758/ERR5295758.fastq.gz	aff3983f34af34c64f12b67a801fced4
ERR5295759	SAMEA7600824	ERX5085307	PRJEB41240	9606	Homo sapiens	7048709	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/009/ERR5295759/ERR5295759.fastq.gz	46e82fa511bd94b973f9053b313f573c
ERR5295760	SAMEA7600824	ERX5085308	PRJEB41240	9606	Homo sapiens	3536445547	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/000/ERR5295760/ERR5295760.fastq.gz	9e453bf8392aa99a22a02d5e91aba58d
ERR5295761	SAMEA7600824	ERX5085309	PRJEB41240	9606	Homo sapiens	49798366	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/001/ERR5295761/ERR5295761.fastq.gz	25d626940c1e6f85ed325ddecd368c05
ERR5295762	SAMEA7600824	ERX5085310	PRJEB41240	9606	Homo sapiens	10855691351	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/002/ERR5295762/ERR5295762.fastq.gz	627be1f71451fddecbf670f3b8338acc
ERR5295763	SAMEA7600824	ERX5085311	PRJEB41240	9606	Homo sapiens	13668254267	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/003/ERR5295763/ERR5295763.fastq.gz	c716028ac81542dc933fa0c454f8fa76
ERR5295764	SAMEA7600824	ERX5085312	PRJEB41240	9606	Homo sapiens	10392097798	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/004/ERR5295764/ERR5295764.fastq.gz	968908e8b2d867eb56a4fac1b60d790d
ERR5295765	SAMEA7600824	ERX5085313	PRJEB41240	9606	Homo sapiens	10570871568	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/005/ERR5295765/ERR5295765.fastq.gz	8fea6163b81b45334c4b3fef0e0c8da6
ERR5295766	SAMEA7600824	ERX5085314	PRJEB41240	9606	Homo sapiens	10448111316	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/006/ERR5295766/ERR5295766.fastq.gz	be7b93a185ccfd7fc589646b7ef691d7
ERR5295767	SAMEA7600824	ERX5085315	PRJEB41240	9606	Homo sapiens	9355231175	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/007/ERR5295767/ERR5295767.fastq.gz	3b3a1e9961d341c48319900c24cfcdde
ERR5295768	SAMEA7600824	ERX5085316	PRJEB41240	9606	Homo sapiens	23384923	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/008/ERR5295768/ERR5295768.fastq.gz	778c42b79c3759627b4966af805cc293
ERR5295769	SAMEA7600824	ERX5085317	PRJEB41240	9606	Homo sapiens	15284551417	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/009/ERR5295769/ERR5295769.fastq.gz	eb9ebf29eef1f4a9391297e05365c6f5
ERR5295770	SAMEA7600824	ERX5085318	PRJEB41240	9606	Homo sapiens	12589933829	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/000/ERR5295770/ERR5295770.fastq.gz	dcdb93da2e2b56238f940fbaf45792c5
ERR5295771	SAMEA7600825	ERX5085319	PRJEB41240	9606	Homo sapiens	6649970840	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/001/ERR5295771/ERR5295771.fastq.gz	7bd32043a4c59e2b3323cb013ff35ee3
ERR5295772	SAMEA7600825	ERX5085320	PRJEB41240	9606	Homo sapiens	6241633829	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/002/ERR5295772/ERR5295772.fastq.gz	db4c19284d141b3e45f52245ed3e4e59
ERR5295773	SAMEA7600825	ERX5085321	PRJEB41240	9606	Homo sapiens	8378485521	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/003/ERR5295773/ERR5295773.fastq.gz	1eaa90b3edf9c3c86bdd3f84614b8ff6
ERR5295774	SAMEA7600825	ERX5085322	PRJEB41240	9606	Homo sapiens	104362478	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/004/ERR5295774/ERR5295774.fastq.gz	eb43b71588bc039ef610d04bdf143970
ERR5295775	SAMEA7600825	ERX5085323	PRJEB41240	9606	Homo sapiens	8886673095	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/005/ERR5295775/ERR5295775.fastq.gz	2d47ead1deadaf105f197107f8779ba3
ERR5295776	SAMEA7600825	ERX5085324	PRJEB41240	9606	Homo sapiens	21554201	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/006/ERR5295776/ERR5295776.fastq.gz	46d6e72779c6f70125a729aafac92009
ERR5295777	SAMEA7600825	ERX5085325	PRJEB41240	9606	Homo sapiens	9921372792	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/007/ERR5295777/ERR5295777.fastq.gz	b066ed1dea5a8c5e35b23b8251bc1df7
ERR5295778	SAMEA7600825	ERX5085326	PRJEB41240	9606	Homo sapiens	6071831183	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/008/ERR5295778/ERR5295778.fastq.gz	b975fca5442c54132571a4903602f83d
ERR5295779	SAMEA7600825	ERX5085327	PRJEB41240	9606	Homo sapiens	7673967156	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/009/ERR5295779/ERR5295779.fastq.gz	ca4d58d8bd22e04e67651a3eb5438c05
ERR5295780	SAMEA7600825	ERX5085328	PRJEB41240	9606	Homo sapiens	8270255397	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/000/ERR5295780/ERR5295780.fastq.gz	2c141ea02c5a9aa70ed55e7036b9dd82
ERR5295781	SAMEA7600825	ERX5085329	PRJEB41240	9606	Homo sapiens	26123844	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/001/ERR5295781/ERR5295781.fastq.gz	19667103fc61c96b272418b49c3fcf94
ERR5295782	SAMEA7600825	ERX5085330	PRJEB41240	9606	Homo sapiens	12549140259	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/002/ERR5295782/ERR5295782.fastq.gz	296fe0f91a630dcb9b1dafbc68d70e66
ERR5295783	SAMEA7600825	ERX5085331	PRJEB41240	9606	Homo sapiens	7602417807	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/003/ERR5295783/ERR5295783.fastq.gz	64868cb5cfa1557d77c5e730f12e331e
ERR5295784	SAMEA7600825	ERX5085332	PRJEB41240	9606	Homo sapiens	6903770918	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/004/ERR5295784/ERR5295784.fastq.gz	ad756d7819e830ddd256b30973526597
ERR5295785	SAMEA7600825	ERX5085333	PRJEB41240	9606	Homo sapiens	7459054016	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/005/ERR5295785/ERR5295785.fastq.gz	beaf9ef0bd6f7a36d98ed02ee2e42f6d
ERR5295786	SAMEA7600826	ERX5085334	PRJEB41240	9606	Homo sapiens	6103457694	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/006/ERR5295786/ERR5295786.fastq.gz	8118acdddc0bd450f2724378e6699d5b
ERR5295787	SAMEA7600826	ERX5085335	PRJEB41240	9606	Homo sapiens	73223115	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/007/ERR5295787/ERR5295787.fastq.gz	71b856ec3ac64cdd05dbfcb6dd36b513
ERR5295788	SAMEA7600826	ERX5085336	PRJEB41240	9606	Homo sapiens	5683328264	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/008/ERR5295788/ERR5295788.fastq.gz	d2aef0cd6efa9615fe7b5699ae8ac558
ERR5295789	SAMEA7600826	ERX5085337	PRJEB41240	9606	Homo sapiens	11661150961	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/009/ERR5295789/ERR5295789.fastq.gz	99fb3ad8f5459390f866756199f91b3c
ERR5295790	SAMEA7600827	ERX5085338	PRJEB41240	9606	Homo sapiens	3000382933	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/000/ERR5295790/ERR5295790.fastq.gz	45b7c4b497f2c60aa8a25de788f7fcd5
ERR5295791	SAMEA7600827	ERX5085339	PRJEB41240	9606	Homo sapiens	56162800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/001/ERR5295791/ERR5295791.fastq.gz	4439e2be478da8929f86c116fa6c191c
ERR5295792	SAMEA7600827	ERX5085340	PRJEB41240	9606	Homo sapiens	4773945597	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/002/ERR5295792/ERR5295792.fastq.gz	7b54bdcf7a2b1332726d00773e5e981d
ERR5295793	SAMEA7600827	ERX5085341	PRJEB41240	9606	Homo sapiens	51495170	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/003/ERR5295793/ERR5295793.fastq.gz	829cfdca5bd56fddf9cb3a8b0f0fc341
ERR5295794	SAMEA7600827	ERX5085342	PRJEB41240	9606	Homo sapiens	329233241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/004/ERR5295794/ERR5295794.fastq.gz	f909ed6ff06208f040b461e1ff2eb304
ERR5295795	SAMEA7600827	ERX5085343	PRJEB41240	9606	Homo sapiens	37321973	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/005/ERR5295795/ERR5295795.fastq.gz	b5efd7aa0044566905f4ff51961ae27d
ERR5295796	SAMEA7600827	ERX5085344	PRJEB41240	9606	Homo sapiens	44399032	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/006/ERR5295796/ERR5295796.fastq.gz	f13023c55749dcacbc675eafc39d19b8
ERR5295797	SAMEA7600828	ERX5085345	PRJEB41240	9606	Homo sapiens	13265640	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/007/ERR5295797/ERR5295797.fastq.gz	624998d48aa27929be8c6021d5cd8750
ERR5295798	SAMEA7600828	ERX5085346	PRJEB41240	9606	Homo sapiens	579872344	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/008/ERR5295798/ERR5295798.fastq.gz	931897de279b7091afe5ea53df082037
ERR5295799	SAMEA7600828	ERX5085347	PRJEB41240	9606	Homo sapiens	2467808962	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/009/ERR5295799/ERR5295799.fastq.gz	564412a944d377ac28251c5a3f1754f5
ERR5295800	SAMEA7600830	ERX5085348	PRJEB41240	9606	Homo sapiens	2616734474	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/000/ERR5295800/ERR5295800.fastq.gz	799af81ac74e957cb5ac397c54407f98
ERR5295801	SAMEA7600830	ERX5085349	PRJEB41240	9606	Homo sapiens	24258983	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/001/ERR5295801/ERR5295801.fastq.gz	7c3c0865301ed4539db64ba48809df8c
ERR5295802	SAMEA7600830	ERX5085350	PRJEB41240	9606	Homo sapiens	2205686516	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/002/ERR5295802/ERR5295802.fastq.gz	17bae89dbca9985062ecab87bc110057
ERR5295803	SAMEA7600830	ERX5085351	PRJEB41240	9606	Homo sapiens	36384767	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/003/ERR5295803/ERR5295803.fastq.gz	7d94550d129cd11b9f64cdd2c8c4f04f
ERR5295804	SAMEA7600830	ERX5085352	PRJEB41240	9606	Homo sapiens	1140947530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/004/ERR5295804/ERR5295804.fastq.gz	0c53ee0e8d645736859e791e320b313d
ERR5295805	SAMEA7600831	ERX5085353	PRJEB41240	9606	Homo sapiens	60443837	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/005/ERR5295805/ERR5295805.fastq.gz	e012bc3017cb5b9d746eabc4b73b9c46
ERR5295806	SAMEA7600831	ERX5085354	PRJEB41240	9606	Homo sapiens	3583439361	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/006/ERR5295806/ERR5295806.fastq.gz	788562d49c470b92f641bf1894b39f87
ERR5295807	SAMEA7600831	ERX5085355	PRJEB41240	9606	Homo sapiens	3447615034	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/007/ERR5295807/ERR5295807.fastq.gz	159918d9681b5d5974eaed1f3421ff25
ERR5295808	SAMEA7600833	ERX5085356	PRJEB41240	9606	Homo sapiens	3019507980	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/008/ERR5295808/ERR5295808.fastq.gz	68c2b9a0ab0b3b6368ed5a18f4595734
ERR5295809	SAMEA7600833	ERX5085357	PRJEB41240	9606	Homo sapiens	49944562	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/009/ERR5295809/ERR5295809.fastq.gz	33382e3960ddd1425d56f9fae64c09c2
ERR5295810	SAMEA7600833	ERX5085358	PRJEB41240	9606	Homo sapiens	1959059405	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/000/ERR5295810/ERR5295810.fastq.gz	ef8691b51e579c850c20ff227fa796e5
ERR5295811	SAMEA7600832	ERX5085359	PRJEB41240	9606	Homo sapiens	3664220783	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/001/ERR5295811/ERR5295811.fastq.gz	538e88a310ddd589faffb7d0aff13866
ERR5295812	SAMEA7600832	ERX5085360	PRJEB41240	9606	Homo sapiens	57403280	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/002/ERR5295812/ERR5295812.fastq.gz	b1bd55158586864568689b8e7be1b995
ERR5295813	SAMEA7600832	ERX5085361	PRJEB41240	9606	Homo sapiens	3598124577	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/003/ERR5295813/ERR5295813.fastq.gz	6d6c5abc42551540b358057726219018
ERR5295814	SAMEA7600832	ERX5085362	PRJEB41240	9606	Homo sapiens	76971621	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/004/ERR5295814/ERR5295814.fastq.gz	09a9512b67c641f291c585e1f8b1af21
ERR5295815	SAMEA7600832	ERX5085363	PRJEB41240	9606	Homo sapiens	2233690544	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/005/ERR5295815/ERR5295815.fastq.gz	edbf9489c36daf62391cd2ce38eb7ebf
ERR5295816	SAMEA7600829	ERX5085364	PRJEB41240	9606	Homo sapiens	60677386	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/006/ERR5295816/ERR5295816.fastq.gz	a616ef74261c866638af6499b82cc4af
ERR5295817	SAMEA7600829	ERX5085365	PRJEB41240	9606	Homo sapiens	2301747814	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/007/ERR5295817/ERR5295817.fastq.gz	7e5e9abf6fadf355cce2e6d332ba3958
ERR5295818	SAMEA7600829	ERX5085366	PRJEB41240	9606	Homo sapiens	2879475217	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/008/ERR5295818/ERR5295818.fastq.gz	275e7cd263679a8e805215e58e12a7ad
ERR5295819	SAMEA7600834	ERX5085367	PRJEB41240	9606	Homo sapiens	66354086	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/009/ERR5295819/ERR5295819.fastq.gz	c0a48679591b1f8791f6de26d7304845
ERR5295820	SAMEA7600834	ERX5085368	PRJEB41240	9606	Homo sapiens	981256384	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/000/ERR5295820/ERR5295820.fastq.gz	1abf2c9fcf31d887f3a494b734a70433
ERR5295821	SAMEA7600834	ERX5085369	PRJEB41240	9606	Homo sapiens	1219232960	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/001/ERR5295821/ERR5295821.fastq.gz	338d27c5b93bd57e9312a27e4dbad5d4
ERR5295822	SAMEA7600834	ERX5085370	PRJEB41240	9606	Homo sapiens	62617881	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/002/ERR5295822/ERR5295822.fastq.gz	aba6e0b7d7ada01f3963defa5ba9d6d7
ERR5295823	SAMEA7600834	ERX5085371	PRJEB41240	9606	Homo sapiens	68860168	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/003/ERR5295823/ERR5295823.fastq.gz	b5cf3cb83d3512628d68b782df8d10ed
ERR5295824	SAMEA7600835	ERX5085372	PRJEB41240	9606	Homo sapiens	65184782	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/004/ERR5295824/ERR5295824.fastq.gz	da14e7b5f9a4e87022dfd81a41f665e4
ERR5295825	SAMEA7600835	ERX5085373	PRJEB41240	9606	Homo sapiens	1334418020	ftp.sra.ebi.ac.uk/vol1/fastq/ERR529/005/ERR5295825/ERR5295825.fastq.gz	fb8cd04c0530aa245d82325a0d44f13b
