run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	base_count	fastq_ftp	fastq_md5
ERR4465296	SAMEA7190265	ERX4404154	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465296/ERR4465296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465296/ERR4465296_2.fastq.gz	446b512dee2be61545212bf954bc9e95;4e7ad6d86b2a8131bcb594104115d889
ERR4465297	SAMEA7190265	ERX4404155	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465297/ERR4465297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465297/ERR4465297_2.fastq.gz	7e971a5aa974a730373b08fef4acb502;612a9ee37f8ba4b5776b215fc3077f5c
ERR4465298	SAMEA7190265	ERX4404156	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465298/ERR4465298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465298/ERR4465298_2.fastq.gz	9c1c1bfd273e6a6658fa081a78a02118;33092f5baaf15790ceabd2d23fc7be98
ERR4465299	SAMEA7190265	ERX4404157	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465299/ERR4465299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465299/ERR4465299_2.fastq.gz	c27b69ea0b47964cb93b9d11038517d4;0f413ffe485be25b32e41816c5f95b74
ERR4465300	SAMEA7190265	ERX4404158	PRJEB38406	9606	Homo sapiens	449899480	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465300/ERR4465300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465300/ERR4465300_2.fastq.gz	e736c81914d9539ffd4fd1ebd60ca166;29ba11ee961fe80397f6f3e4d551e6c5
ERR4465301	SAMEA7190266	ERX4404159	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465301/ERR4465301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465301/ERR4465301_2.fastq.gz	85e7b40ef19d3aaa28f821d3b932965e;84837c2a0de01ab1f0a0a0fa58373bdb
ERR4465302	SAMEA7190266	ERX4404160	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465302/ERR4465302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465302/ERR4465302_2.fastq.gz	5ddf72c1c7e07d23e7c07cfba9ebd3a0;64033185d30af710830133c509b17117
ERR4465303	SAMEA7190266	ERX4404161	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465303/ERR4465303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465303/ERR4465303_2.fastq.gz	c5349677c20ad33d14df6c07dbe0f233;23285ab896db0928fa63c36570d5cc33
ERR4465304	SAMEA7190266	ERX4404162	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465304/ERR4465304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465304/ERR4465304_2.fastq.gz	e23432b33a5465f7ef6a6f232523a1e8;fb173fc5753100e339d0ab5f5e1d1a47
ERR4465305	SAMEA7190266	ERX4404163	PRJEB38406	9606	Homo sapiens	12464814	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465305/ERR4465305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465305/ERR4465305_2.fastq.gz	e08e7359c29534e076a424de7504a09c;1a4fb4a1dd87b23167ae1dabceb49b54
ERR4465306	SAMEA7190266	ERX4404164	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465306/ERR4465306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465306/ERR4465306_2.fastq.gz	ced9c515526af5570ab5ee0ae69bdbf2;4f91d93255ef59745be778f8e7bd60fd
ERR4465307	SAMEA7190266	ERX4404165	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465307/ERR4465307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465307/ERR4465307_2.fastq.gz	3d1652b14903e184e5b1c9da09189473;241b7f7ad80afcccba62bb28b7c9bb88
ERR4465308	SAMEA7190266	ERX4404166	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465308/ERR4465308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465308/ERR4465308_2.fastq.gz	5d698668c27221e77904488f9b8c6d27;9e6bc3f1f9e543212c723e0843516288
ERR4465309	SAMEA7190266	ERX4404167	PRJEB38406	9606	Homo sapiens	733878322	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465309/ERR4465309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465309/ERR4465309_2.fastq.gz	800a682bff4e7fcff79db0bfd8b4088c;3e3c743dc6274e1a22fe8744e7f0e469
ERR4465310	SAMEA7190266	ERX4404168	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465310/ERR4465310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465310/ERR4465310_2.fastq.gz	e24c9dfc4eed9eb713045138a97df341;61638cf6f3eeace219e1fdbdea59c8a0
ERR4465311	SAMEA7190266	ERX4404169	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465311/ERR4465311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465311/ERR4465311_2.fastq.gz	5e16807a983cdd3c575610333b309674;e9f0d8fb8cb11ee7da2bbff9b08aaa4e
ERR4465312	SAMEA7190266	ERX4404170	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465312/ERR4465312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465312/ERR4465312_2.fastq.gz	af1a8f8497cf8a6eefe1154c13fa72c1;3ef560f543f53223c28c07071e56c04b
ERR4465313	SAMEA7190266	ERX4404171	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465313/ERR4465313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465313/ERR4465313_2.fastq.gz	3c109cfce2edadeb0c2afce39c68ac71;058a33d572821a38d1100af9f2774815
ERR4465314	SAMEA7190266	ERX4404172	PRJEB38406	9606	Homo sapiens	781384480	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465314/ERR4465314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465314/ERR4465314_2.fastq.gz	1d4a8966bf572f5877c71149cf03a4b9;df90f9457ab7e1f8cbaa4a8361e25c4b
ERR4465315	SAMEA7190266	ERX4404173	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465315/ERR4465315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465315/ERR4465315_2.fastq.gz	0de1bf7a0c2bf4ee18764d0a5ea5bc81;63ca18959d4cf16c39b6dcf165b27c6e
ERR4465316	SAMEA7190266	ERX4404174	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465316/ERR4465316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465316/ERR4465316_2.fastq.gz	0fa031792e20a835ab6c60309d9c281d;b0a079b3073f4a1976db40237499ff26
ERR4465317	SAMEA7190266	ERX4404175	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465317/ERR4465317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465317/ERR4465317_2.fastq.gz	96fb1ed1a817d592f83fdfbc45586d2a;62c540a55c34579eb6fc4b12d37c0ede
ERR4465318	SAMEA7190266	ERX4404176	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465318/ERR4465318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465318/ERR4465318_2.fastq.gz	d90c0e30e102bf5d04d280b23cb05785;67597ceeab5130c04bfa68232c5474d5
ERR4465319	SAMEA7190266	ERX4404177	PRJEB38406	9606	Homo sapiens	680494772	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465319/ERR4465319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465319/ERR4465319_2.fastq.gz	9e30fc0763aa653f7b0af10c4c44bccd;5bf8724f5bb55f46e0e950aa27e8e310
ERR4465320	SAMEA7190267	ERX4404178	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465320/ERR4465320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465320/ERR4465320_2.fastq.gz	4fa36e3711d2645e47eac64d14ff534e;2a79d9de4d8ebf1f670553374c0d6d7a
ERR4465321	SAMEA7190267	ERX4404179	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465321/ERR4465321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465321/ERR4465321_2.fastq.gz	d374dab17769e0db2b5fe7f7959623c8;4d1c29e7651daaecd03ce58f4c5b287b
ERR4465322	SAMEA7190267	ERX4404180	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465322/ERR4465322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465322/ERR4465322_2.fastq.gz	b0ec5721c3ea0e7d23256d309432fbea;6809c9378571cf2479978e9c2a9802fb
ERR4465323	SAMEA7190267	ERX4404181	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465323/ERR4465323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465323/ERR4465323_2.fastq.gz	88b11d8edf8060d9c39fa76d21cea528;c42e751d2b64d162a855c070790dea2a
ERR4465324	SAMEA7190267	ERX4404182	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465324/ERR4465324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465324/ERR4465324_2.fastq.gz	c6c9cd9414311fda8cf9cb80690d7ab2;18820ab478c751bfbafded048a01dd90
ERR4465325	SAMEA7190267	ERX4404183	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465325/ERR4465325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465325/ERR4465325_2.fastq.gz	9f6931fb0af31fa8c1ed832044844269;bf9e12f2bed0d64f971040c9ec3e9260
ERR4465326	SAMEA7190267	ERX4404184	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465326/ERR4465326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465326/ERR4465326_2.fastq.gz	f7a56be5ee9cba9a3276190f3612df9f;bc9dcbfc7b9563d983de52b1a70358c8
ERR4465327	SAMEA7190267	ERX4404185	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465327/ERR4465327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465327/ERR4465327_2.fastq.gz	e27353f890679d0e5df4880a8e5bf567;7ef48aa0892bdcdea70177ce39871fd4
ERR4465328	SAMEA7190267	ERX4404186	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465328/ERR4465328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465328/ERR4465328_2.fastq.gz	d71c6b5b011f2d57602c8d9b737151ce;8f11d190835c58489beeb61109a8ff8e
ERR4465329	SAMEA7190267	ERX4404187	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465329/ERR4465329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465329/ERR4465329_2.fastq.gz	d419da2db5b7c38e4b65149f6791ba79;454d4321e77501350d91f39f856b7a2d
ERR4465330	SAMEA7190267	ERX4404188	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465330/ERR4465330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465330/ERR4465330_2.fastq.gz	debed845a1b21140c6530575b0633983;7f4ba8c798089c78041756e77e0be29f
ERR4465331	SAMEA7190267	ERX4404189	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465331/ERR4465331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465331/ERR4465331_2.fastq.gz	123d9c68af09d6d997c941d83ef86bbb;acd6f0fb4ab0b73f911a3c5e9f93a22f
ERR4465332	SAMEA7190267	ERX4404190	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465332/ERR4465332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465332/ERR4465332_2.fastq.gz	225d60e442abc25a94f52911e4b506f7;13697fad0063b26e4320847d3982f5a2
ERR4465333	SAMEA7190267	ERX4404191	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465333/ERR4465333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465333/ERR4465333_2.fastq.gz	2e4804680fdb18512b98913fd82f9e1e;87458ae56e2adb2faba0e2a2cf31b97d
ERR4465334	SAMEA7190267	ERX4404192	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465334/ERR4465334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465334/ERR4465334_2.fastq.gz	3512e8ec2236964bedf75790613e97e3;b6963a2b4c76013dedcd260211f2c1b6
ERR4465335	SAMEA7190267	ERX4404193	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465335/ERR4465335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465335/ERR4465335_2.fastq.gz	044deccb6e1f784de0f9da70db2cc04f;5666ea6b25801680f13c487f9cecbbdb
ERR4465336	SAMEA7190267	ERX4404194	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465336/ERR4465336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465336/ERR4465336_2.fastq.gz	49cfa7266f81c96d3e5ebb0132c6efb4;430322389a92daec9b73c1a5b5f69c36
ERR4465337	SAMEA7190267	ERX4404195	PRJEB38406	9606	Homo sapiens	99704590	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465337/ERR4465337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465337/ERR4465337_2.fastq.gz	51ff0bb8a7d8fbed5b335f6a360f6001;1a2fe7fd3497d4b980ab62034a9b89d5
ERR4465338	SAMEA7190268	ERX4404196	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465338/ERR4465338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465338/ERR4465338_2.fastq.gz	e0de5df873b5cde7a31b2f75dc8b8b01;23621ebf9f147d505427a9fbff82e3f2
ERR4465339	SAMEA7190268	ERX4404197	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465339/ERR4465339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465339/ERR4465339_2.fastq.gz	ea3fd18895039bce590e642c4598ea26;8f957c03aaabfd8c4c2839da045e222c
ERR4465340	SAMEA7190268	ERX4404198	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465340/ERR4465340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465340/ERR4465340_2.fastq.gz	f72acc41b7d3b9e859d12b6d8c27b7ce;48eddb4ef713da5c5e94dac66b28d4ad
ERR4465341	SAMEA7190268	ERX4404199	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465341/ERR4465341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465341/ERR4465341_2.fastq.gz	3ac34705984d7e9b74ac12a7e441dfe3;6f14e95fd02407f7065a6a2969804f26
ERR4465342	SAMEA7190268	ERX4404200	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465342/ERR4465342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465342/ERR4465342_2.fastq.gz	0932a228ca745faba53c88c5699ae228;d9a7930fb6a559f597d9b2896f578d78
ERR4465343	SAMEA7190268	ERX4404201	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465343/ERR4465343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465343/ERR4465343_2.fastq.gz	84b312b3d66b158f7a0a770ff9761ebc;79fd714de5e6cedaaf8dba7dbdfb59e6
ERR4465344	SAMEA7190268	ERX4404202	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465344/ERR4465344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465344/ERR4465344_2.fastq.gz	b9fa004f1789c3233e89815387c8d291;ca7457e29f126e50bea00718d3ca8a9c
ERR4465345	SAMEA7190268	ERX4404203	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465345/ERR4465345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465345/ERR4465345_2.fastq.gz	5e2d955e6b05c1364355a38cd162c67b;bd6d87a46e9546372d2d31fc96c404d2
ERR4465346	SAMEA7190268	ERX4404204	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465346/ERR4465346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465346/ERR4465346_2.fastq.gz	d48713746e59151b2d1c95d81768e808;1915bbd9157b9cef1b1945f43b8a49a8
ERR4465347	SAMEA7190268	ERX4404205	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465347/ERR4465347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465347/ERR4465347_2.fastq.gz	7dbc5329d995ba1b066a82d6755b0c57;08db4cdf1a2627bd81bfc3fdd999a1cc
ERR4465348	SAMEA7190268	ERX4404206	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465348/ERR4465348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465348/ERR4465348_2.fastq.gz	cd702ba73c7946f76dd71736abc4ada7;3d47528d58a1222861f7c93ebbf0693a
ERR4465349	SAMEA7190268	ERX4404207	PRJEB38406	9606	Homo sapiens	192477980	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465349/ERR4465349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465349/ERR4465349_2.fastq.gz	18ce705e17b4d0ec6908e2d4cfa5eb2a;c3cab48701dce552c0c9fd99427b2c69
ERR4465350	SAMEA7190269	ERX4404208	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465350/ERR4465350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465350/ERR4465350_2.fastq.gz	990bd1cc596d024edf80a80f9213202b;63d8c20b17d4fd877ef8084a07c6f59f
ERR4465351	SAMEA7190269	ERX4404209	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465351/ERR4465351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465351/ERR4465351_2.fastq.gz	a3ddad6fabfa981df790e4a49956b095;fcce1c8d1e703d3dc1c46faaed840650
ERR4465352	SAMEA7190269	ERX4404210	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465352/ERR4465352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465352/ERR4465352_2.fastq.gz	c7a7b9617ef5218b74011b71f658f191;4dedad889109127c4e6417293fffedd9
ERR4465353	SAMEA7190269	ERX4404211	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465353/ERR4465353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465353/ERR4465353_2.fastq.gz	13320cf3f801da7088facce1d029e261;17d808ec2e2f784428536f00318f340a
ERR4465354	SAMEA7190269	ERX4404212	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465354/ERR4465354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465354/ERR4465354_2.fastq.gz	ce14b4feeeb33a91c9aea4bf437ae98f;106574532bdb21ea86ec5dbec100f069
ERR4465355	SAMEA7190269	ERX4404213	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465355/ERR4465355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465355/ERR4465355_2.fastq.gz	4957fcc02383af8ee0972870ac9da0b9;d482a783bed1a2664980765c2ae148a1
ERR4465356	SAMEA7190269	ERX4404214	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465356/ERR4465356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465356/ERR4465356_2.fastq.gz	702b98c5e79a382de30ca7339bdaeda9;a5f6bc72066f50a64062ccd7a6fa04d5
ERR4465357	SAMEA7190269	ERX4404215	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465357/ERR4465357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465357/ERR4465357_2.fastq.gz	a4e3fcda70f16f5f04ffb72c508e5465;61333fab7cf9973172c2261f819cc14a
ERR4465358	SAMEA7190269	ERX4404216	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465358/ERR4465358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465358/ERR4465358_2.fastq.gz	78b6020d7b332fb3d25b7ac85f69899b;22abccf6d6fb4d29228e266ad7c2fd96
ERR4465359	SAMEA7190269	ERX4404217	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465359/ERR4465359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465359/ERR4465359_2.fastq.gz	9bac5151eb0a58841c16d69b5b72fc79;31140e6be25bae375fd1adc060066f50
ERR4465360	SAMEA7190269	ERX4404218	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465360/ERR4465360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465360/ERR4465360_2.fastq.gz	ad07a915117ff2332e8be20165eec4cf;4ae9d70e932cc29f5414e3c300f45b95
ERR4465361	SAMEA7190269	ERX4404219	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465361/ERR4465361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465361/ERR4465361_2.fastq.gz	cacf6d5642f3fa14baa6069af746f797;20b916cf07330ff3070c77f1c0f59322
ERR4465362	SAMEA7190269	ERX4404220	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465362/ERR4465362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465362/ERR4465362_2.fastq.gz	dc021181af25f2fb516b50fd62c39531;8633c0b12f1ccf4d04f4e33ea3e6b095
ERR4465363	SAMEA7190269	ERX4404221	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465363/ERR4465363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465363/ERR4465363_2.fastq.gz	1cefbd75842a2b76fe2e8e27dfb97423;2316ec8b78448ed75ea6a3a72a1d8b1a
ERR4465364	SAMEA7190269	ERX4404222	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465364/ERR4465364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465364/ERR4465364_2.fastq.gz	b923f46203053ea5a5517dae3f367d81;03fef59a5bc5c5ec299faea121c33157
